# Program:featureCounts v2.0.8; Command:"featureCounts" "-T" "4" "-p" "-a" "annotations/Homo_sapiens.GRCh38.chrX.gtf" "-o" "alignments/counts.txt" "alignments/SRR5223500Aligned.sortedByCoord.out.bam" "alignments/SRR5223505Aligned.sortedByCoord.out.bam" "alignments/SRR5223522Aligned.sortedByCoord.out.bam" "alignments/SRR5223543Aligned.sortedByCoord.out.bam" "alignments/SRR5223547Aligned.sortedByCoord.out.bam" "alignments/SRR5223570Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	alignments/SRR5223500Aligned.sortedByCoord.out.bam	alignments/SRR5223505Aligned.sortedByCoord.out.bam	alignments/SRR5223522Aligned.sortedByCoord.out.bam	alignments/SRR5223543Aligned.sortedByCoord.out.bam	alignments/SRR5223547Aligned.sortedByCoord.out.bam	alignments/SRR5223570Aligned.sortedByCoord.out.bam
ENSG00000268902	X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X	152708261;152708261;152708261;152708264;152708264;152708799;152708799;152708835;152708850;152708850;152709461;152709461;152709461;152713256;152713256;152713256;152714489;152714718;152721061;152721099;152721451;152721451	152708640;152708640;152708640;152708640;152708640;152709000;152709273;152709007;152709000;152709265;152709575;152709575;152709575;152713315;152713315;152713315;152714549;152714775;152721352;152721352;152721631;152721661	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1652	0	0	0	0	0	0
ENSG00000231447	X;X	152746817;152747116	152747017;152747762	+;+	848	0	0	0	0	0	0
ENSG00000268916	X;X;X;X;X;X;X;X;X	152753921;152755155;152758907;152759218;152759218;152759476;152759843;152759843;152759843	152753981;152755214;152759021;152759684;152759633;152759648;152760219;152760222;152760219	+;+;+;+;+;+;+;+;+	1083	0	0	0	0	0	0
ENSG00000214282	X	45632292	45633733	-	1442	2	0	2	6	0	0
ENSG00000204915	X	45730752	45731688	+	937	0	2	0	2	2	0
ENSG00000207870	X	45746157	45746266	-	110	0	0	0	0	0	0
ENSG00000207725	X	45747015	45747124	-	110	0	0	0	0	0	0
ENSG00000269902	X	45764772	45765299	-	528	0	0	0	0	0	0
ENSG00000212347	X	45892912	45892979	-	68	0	0	0	0	0	0
ENSG00000215286	X	45913118	45913871	+	754	16	23	13	6	12	4
ENSG00000234613	X;X	45913267;45916990	45913982;45917040	-;-	767	28	43	11	23	37	8
ENSG00000224701	X	45951762	45952333	-	572	44	36	32	42	44	10
ENSG00000213100	X	45983365	45984364	+	1000	2	4	0	4	8	0
ENSG00000184735	X	22999960	23003589	+	3630	0	0	0	0	0	0
ENSG00000228610	X	23198339	23198690	+	352	0	0	0	0	0	0
ENSG00000293395	X;X	149056712;149057099	149056907;149057469	+;+	567	0	0	0	0	0	0
ENSG00000231144	X	107032248	107032820	+	573	0	0	0	0	0	0
ENSG00000222810	X	72376979	72377169	-	191	0	0	2	0	0	0
ENSG00000293661	X;X	135248590;135251866	135249301;135252011	-;-	858	0	0	0	0	0	0
ENSG00000186376	X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X	135248590;135251866;135255455;135285791;135285792;135286880;135291009;135291009;135291009;135291472;135292281;135293730;135293730;135295768;135295768;135341768;135343261	135249301;135252011;135255777;135287846;135287846;135287846;135291135;135291135;135291603;135291563;135292473;135294258;135294258;135296033;135296039;135344109;135344087	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7168	154	60	111	127	67	14
ENSG00000228372	X;X;X;X;X;X;X;X;X;X;X	135059685;135112354;135116758;135116761;135117058;135120527;135120527;135120533;135123241;135123241;135123241	135059734;135112391;135116926;135116926;135117270;135120672;135120672;135120672;135123598;135123952;135123604	+;+;+;+;+;+;+;+;+;+;+	1328	0	0	0	0	0	0
ENSG00000293662	X	135305929	135306258	-	330	2	0	0	0	0	0
ENSG00000293663	X	135391849	135392207	-	359	0	0	0	0	0	0
ENSG00000165359	X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X	135520659;135520659;135520660;135520993;135521241;135521241;135521241;135521241;135545423;135545423;135545423;135545423;135546380;135546380;135546380;135546380;135546702;135546702;135546702;135546702;135547137;135547137;135547137;135547137;135549642;135549642;135549642;135549642;135551994;135551994;135551994;135551994;135556168;135556168;135556168;135569337;135569337;135569337;135569337;135570436;135572815;135572815;135572815;135573939;135573939;135573939;135573939;135575084;135575084;135575084;135575084;135577193;135577193;135577193;135577193;135579788;135579788;135579788;135579788;135579885;135579937;135581050;135581050;135581050;135581050;135581050;135581050;135581528;135581528;135581528;135581528;135581528;135581528;135582241;135582241	135521103;135521103;135521103;135521103;135521318;135521318;135521318;135521318;135545572;135545572;135545572;135545572;135546469;135546469;135546469;135546469;135546885;135546885;135546885;135546885;135547265;135547265;135547265;135547265;135549805;135549805;135549805;135549805;135552146;135552146;135552146;135552146;135556300;135556300;135556300;135573033;135569431;135569431;135569431;135570546;135573033;135573033;135573033;135574062;135574062;135574062;135574062;135575226;135575226;135575226;135575226;135577295;135577427;135577295;135577427;135580162;135580162;135580162;135580162;135580162;135580162;135581143;135581143;135581143;135581143;135581143;135581143;135581631;135582509;135581564;135582510;135582509;135582509;135582502;135582510	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	7177	185	198	96	72	108	32
ENSG00000237833	X;X	135583651;135585036	135584957;135585160	-;-	1432	6	2	6	0	5	4
ENSG00000233807	X	27218131	27218678	-	548	0	0	0	0	0	0
ENSG00000252486	X	27252119	27252235	-	117	0	0	0	0	0	0
ENSG00000235642	X	27427777	27428231	-	455	0	0	0	0	0	0
ENSG00000224960	X	27460207	27463341	-	3135	6	17	10	11	14	0
ENSG00000223391	X	27517771	27517881	-	111	0	10	6	2	4	0
ENSG00000238247	X;X	27517884;27518791	27518459;27519759	+;+	1545	32	34	24	14	44	12
ENSG00000226881	X	50905438	50905866	+	429	77	76	62	84	89	20
ENSG00000130385	X;X	50910735;50915757	50911111;50916641	+;+	1262	0	0	0	0	0	0
ENSG00000227493	X	51030422	51031357	-	936	0	0	0	0	0	0
ENSG00000230926	X;X;X;X;X	51082818;51086200;51087597;51088884;51091105	51083025;51086340;51087745;51088966;51091228	+;+;+;+;+	705	0	0	0	0	0	0
ENSG00000237926	X	51162864	51163677	+	814	4	0	2	2	0	0
ENSG00000224799	X;X	56973510;56974565	56973921;56974796	+;+	644	0	0	0	0	0	0
ENSG00000204271	X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X	56818298;56858706;56861542;56862422;56973196;56973435;56974495;56975120;56975141;56975142;56975142;56975142;56975142;56975142;56975142;56975142;56975142;56975402;56975402;56975671;56976382;56976422;56976422;56976423;56976431;56976439;56976770;56976850;56977024;56977064;56977064;56977073;56977073;56977073;56977089;56977315;56977479;56978292;56978292;56978292;56978292;56978292;56978292;56978292;56978292;56978292;56978292;56978292;56978292;56978292;56978292;56978580;56978580;56978580;56978580;56978580;56978580;56978580;56978580;56978580;56978580;56978580;56978580;56978580;56978580;56978580;56978580;56978580;56978580;56978580;56978580;56978580;56978580;56978580;56978580;56978580;56978580;56978580;56979298;56979298;56979298;56981514;56982756;56984266;56984266;56984266;56984266;56984266;56984266;56984266;56984266;56984266;56984266;56984266;56984266;56984266;56984266;56984266;56984266;56984266;56984266;56984266;56984266;56984266;56984266;56984266;56984266;56984266;56984266;56984266;56984266;56984266;56984266;56984266;56990831;56990863;56990864;56990895;56990906;56990942;56990946;56990954;56990956;56991003;56991118;56991565;56993787;56993787;56993787;56994362;56994723;56994723;56994723;56994723;56994723;56994723;56994723;56994723;56994723;56994723;56994723;56994723;56994723;56994723;56994723;56994723;56994723;56994723;56994723;56994723;56994723;56994723;56994723;56994723;56994723;56994723;56994723;56994723;56994723;56994723;56994723;56994723;56994723;56994723;56994723;56994723;56995059;56995216;56995216;56995216;56995216;56995216;56995216;56995216;56995216;56995216;56995216;56995216;56995216;56995216;56995216;56995216;56995216;56995216;56995216;56995216;56995216;56995216;56995216;56995242;56995242;56995242;56995242;56995242;56995242;56995242;56995281;56995281;56995281;56995281;56995281;56995281;56995281;56995281;56995281;56995281;56995628	56820213;56858756;56861665;56862543;56974898;56974898;56974898;56977196;56977196;56977196;56977196;56977196;56978660;56978660;56977196;56977196;56977196;56977196;56977196;56978660;56977196;56977196;56978421;56978421;56977196;56977196;56977196;56977196;56977196;56977196;56977196;56977196;56977196;56977196;56977196;56978417;56978421;56978417;56978660;56978421;56978417;56978421;56978498;56978421;56978421;56978421;56978498;56978421;56978421;56978421;56978421;56980463;56978660;56978751;56978747;56978762;56978764;56978660;56978660;56978660;56978660;56978660;56978660;56978660;56978660;56978660;56978660;56978747;56978747;56978660;56978660;56978660;56978654;56978660;56978660;56978660;56978660;56978660;56979422;56979422;56979422;56982703;56982936;56984478;56984478;56984478;56984478;56984478;56984466;56984478;56984478;56984478;56984478;56984478;56984478;56984478;56984478;56984478;56984478;56984478;56984478;56984478;56984478;56984478;56984478;56984478;56984478;56984478;56984478;56984478;56984478;56984478;56984478;56984478;56994949;56994949;56994949;56994949;56992583;56995555;56994949;56992237;56992583;56994419;56992583;56992583;56994949;56993888;56993888;56994419;56994949;56994949;56994949;56994949;56994949;56994949;56994949;56994949;56994949;56994949;56994949;56994949;56995517;56994949;56994949;56994949;56994949;56994949;56994949;56994949;56994949;56994949;56994949;56994949;56994949;56994949;56994949;56994949;56994949;56994949;56994949;56994949;56994949;56994949;56994949;56994949;56995806;56995495;56995364;56995268;56995426;56995555;56995541;56995539;56995555;56995541;56995527;56995533;56995545;56995555;56995730;56995555;56995555;56995553;56995515;56995555;56995530;56995542;56995551;56995555;56995496;56995647;56995530;56995525;56995555;56995533;56995553;56995381;56995493;56995555;56995535;56995507;56995494;56995555;56995516;56995349;56995827	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	15841	61	36	30	56	30	4
ENSG00000231765	X	57229034	57229415	+	382	0	0	0	0	0	0
ENSG00000165591	X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X	57286706;57292498;57310593;57331598;57341271;57378651;57380912;57431918;57431963;57431998;57446928;57446928;57448524;57448524;57448682;57452131;57488757;57488757	57287017;57292580;57310729;57331807;57341390;57378786;57381029;57432037;57432012;57432037;57447039;57447039;57448718;57448718;57448718;57452166;57489193;57489193	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2016	34	30	30	28	14	4
ENSG00000231831	X	57392646	57395409	-	2764	199	233	113	190	236	41
ENSG00000198455	X	57592011	57597477	+	5467	146	74	58	99	72	12
ENSG00000102128	X	102937272	102938300	+	1029	0	0	0	0	0	0
ENSG00000234050	X;X	102937770;102940471	102938306;102940561	-;-	628	0	0	0	0	0	0
ENSG00000286846	X;X	102945971;102951712	102949356;102952039	+;+	3714	0	0	0	2	0	0
ENSG00000224632	X	103007461	103008072	+	612	0	0	0	0	0	0
ENSG00000182916	X;X;X;X;X;X	103330229;103330239;103330923;103330977;103331377;103331377	103330304;103330304;103331040;103331040;103332088;103332326	+;+;+;+;+;+	1144	0	0	0	0	0	0
ENSG00000185222	X;X;X;X;X;X	103356489;103356506;103356518;103357083;103357615;103357615	103356606;103356606;103358455;103357161;103358462;103358195	+;+;+;+;+;+	1974	3	2	0	2	8	0
ENSG00000166681	X;X;X;X;X;X;X;X;X;X	103376395;103376407;103376538;103376916;103377028;103377028;103377463;103377463;103377510;103377510	103376613;103376613;103376613;103377106;103377106;103377106;103378060;103378077;103378164;103378071	+;+;+;+;+;+;+;+;+;+	1112	58	16	34	34	36	2
ENSG00000172476	X;X;X;X	103499130;103499750;103517374;103519370	103500826;103502875;103517525;103519489	-;-;-;-	4018	0	0	0	0	0	0
ENSG00000197976	X;X;X;X;X;X;X;X;X;X;X;X;X;X;X	1591604;1591623;1591625;1593444;1593444;1593444;1595384;1595384;1595384;1599192;1599192;1599192;1600138;1600659;1600659	1591769;1591769;1591769;1594224;1594224;1594224;1595532;1595532;1595532;1599432;1600303;1599432;1600207;1602502;1602520	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4070	172	208	102	115	128	28
ENSG00000196433	X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X	1615059;1615164;1615175;1623139;1623139;1623139;1624269;1624269;1624269;1627703;1627703;1627703;1627746;1629821;1629821;1629821;1632704;1633150;1633150;1636242;1636398;1636438;1636438;1636438;1642803;1642803;1642803;1642803	1615268;1615268;1615268;1623313;1623313;1623313;1624398;1624398;1624398;1627771;1627771;1627771;1628033;1629939;1629939;1629939;1632787;1633290;1633290;1636463;1636560;1636560;1636560;1636560;1643081;1643081;1643027;1643081	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1788	2	0	4	0	1	0
ENSG00000234622	X;X	1767347;1768435	1767552;1768776	+;+	548	0	0	0	0	2	0
ENSG00000221463	X	118386394	118386471	+	78	0	0	0	0	0	0
ENSG00000147251	X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X	118495815;118495898;118542725;118542725;118542926;118542926;118543511;118543511;118545323;118545323;118546021;118546021;118546111;118561383;118561383;118561383;118566005;118566005;118566005;118566574;118566574;118566574;118568079;118568079;118568079;118572323;118572323;118572323;118573806;118573806;118573806;118578525;118578525;118578525;118580097;118580097;118580097;118584735;118584735;118584735;118585041;118585041;118585041;118588137;118588137;118588137;118588413;118588413;118588413;118590210;118590210;118590210;118593214;118593214;118593214;118597431;118597431;118597431;118598030;118598030;118598030;118599139;118599139;118599139;118605238;118605238;118605238;118608072;118608072;118608072;118608231;118608231;118608231;118609278;118609278;118609278;118610272;118610272;118610272;118614692;118614692;118614692;118615600;118615600;118615600;118616202;118618550;118618550;118618550;118624539;118624539;118624539;118627504;118627504;118627504;118628163;118628163;118628163;118630379;118630379;118630379;118636346;118636346;118636346;118638080;118638080;118638080;118639435;118639435;118639435;118641190;118641190;118641190;118643457;118643457;118643457;118648945;118648945;118648945;118651964;118651964;118651964;118654602;118654602;118654602;118654904;118654904;118654904;118662686;118662686;118662686;118671023;118671023;118671023;118675936;118675936;118675936;118676591;118676591;118676591;118680482;118680482;118680482;118681058;118681058;118681058;118681694;118681694;118681694;118683079;118683079;118683079;118683103;118685520;118685688;118685688;118685688;118685688	118496073;118496073;118542841;118542841;118543015;118543015;118543593;118543593;118545392;118545392;118546116;118546116;118546116;118561517;118561517;118561517;118566182;118566182;118566182;118566653;118566653;118566653;118568162;118568162;118568162;118572463;118572463;118572463;118574018;118574018;118574018;118578647;118578647;118578647;118580179;118580179;118580179;118584857;118584857;118584857;118585117;118585117;118585117;118588321;118588321;118588321;118588478;118588478;118588478;118590302;118590302;118590302;118593337;118593337;118593337;118597552;118597552;118597552;118598116;118598116;118598116;118599228;118599228;118599228;118605356;118605356;118605356;118608141;118608141;118608141;118608356;118608356;118608356;118609349;118609349;118609349;118610418;118610418;118610418;118614775;118614775;118614775;118615711;118615711;118615711;118616240;118618728;118618728;118618728;118624655;118624655;118624655;118627579;118627579;118627579;118628272;118628272;118628272;118630490;118630490;118630490;118636412;118636412;118636412;118638127;118638127;118638127;118639577;118639577;118639577;118641305;118641305;118641305;118643594;118643594;118643594;118649127;118649127;118649127;118652077;118652077;118652077;118654817;118654817;118654817;118654961;118654961;118654961;118662792;118662792;118662792;118671145;118671145;118671145;118676049;118676049;118676049;118676737;118676737;118676737;118680692;118680692;118680692;118681248;118681248;118681248;118681794;118681794;118681794;118683217;118683229;118683217;118683217;118685537;118686147;118686139;118686163;118686147	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6804	948	546	728	579	540	152
ENSG00000206862	X	118569405	118569515	-	111	0	0	0	0	0	0
ENSG00000230399	X	118632375	118634616	-	2242	2	0	0	0	0	0
ENSG00000126012	X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X	53176277;53176283;53176293;53176343;53179745;53185055;53191080;53191321;53192158;53192257;53192292;53192929;53192929;53193437;53193437;53193437;53193437;53193437;53193437;53193437;53193437;53193437;53193437;53193498;53193773;53193773;53193773;53193782;53193782;53193782;53193782;53193782;53193782;53193782;53193782;53194139;53194139;53194139;53194139;53194139;53194139;53194139;53194139;53194139;53194139;53194139;53194931;53194931;53194931;53194931;53194931;53194931;53194931;53194931;53194931;53194931;53194931;53195231;53195231;53195231;53195231;53195231;53195231;53195231;53195231;53195231;53195231;53195231;53195916;53195916;53195916;53195916;53195916;53195916;53195916;53195916;53195916;53195916;53195916;53196686;53196686;53196686;53196686;53196686;53196686;53196686;53196686;53196686;53196686;53196686;53197657;53197771;53197771;53197771;53197771;53197771;53197771;53197771;53197771;53197771;53197771;53197771;53198490;53198490;53198490;53198490;53198490;53198490;53198490;53198490;53198490;53198490;53198490;53198490;53198490;53198764;53198764;53198764;53198764;53198764;53198764;53198764;53198764;53198764;53198764;53198764;53198977;53198977;53198977;53198977;53198977;53198977;53198977;53198977;53198977;53198977;53198977;53198977;53200109;53201304;53201550;53201550;53201550;53201550;53201550;53201550;53201550;53201550;53201550;53201550;53201550;53201550;53201854;53201854;53201854;53201854;53201854;53201854;53201854;53201854;53201854;53201854;53201854;53201854;53201854;53201854;53208891;53209082;53210414;53210414;53210414;53210414;53210414;53210414;53210414;53210414;53210414;53210414;53210414;53210414;53210414;53210676;53210676;53210676;53210676;53210676;53210676;53210676;53210676;53210676;53210676;53210676;53210676;53210676;53210676;53210676;53211497;53211497;53211497;53211497;53211497;53211497;53211497;53211497;53211497;53211497;53211497;53211497;53211497;53211497;53211497;53211787;53211787;53211787;53211787;53211787;53211787;53211787;53211787;53211787;53211787;53211787;53211787;53211787;53214689;53214689;53214689;53214689;53214689;53214689;53214689;53214689;53214689;53214689;53214689;53214689;53214689;53214689;53215714;53215795;53215795;53215795;53215795;53215795;53215795;53215795;53215795;53215795;53215795;53215795;53215795;53215795;53215795;53216074;53216074;53216074;53216074;53216074;53216074;53216074;53216074;53216074;53216074;53216074;53216074;53216074;53216074;53216074;53217143;53217143;53217143;53217143;53217143;53217143;53217143;53217143;53217143;53217143;53217143;53217143;53217143;53217143;53217143;53217796;53217796;53217796;53217796;53217796;53217796;53217796;53217796;53217796;53217796;53217796;53217796;53217796;53217796;53217810;53217829;53217853;53218276;53218276;53218276;53218276;53218276;53218276;53218276;53218276;53218276;53218276;53218276;53218276;53218276;53218276;53218276;53218315;53218564;53220839;53220839;53220839;53220839;53220839;53220839;53220839;53220839;53220839;53220839;53220839;53220839;53220839;53220839;53220839;53220839;53221688;53221688;53221705;53224740;53224740;53224740;53224740;53224740;53224740;53224740;53224740;53224740;53224740;53224740;53224740;53224740;53224740;53224740;53224740;53224740	53176622;53176622;53176622;53176634;53179826;53185156;53191622;53192837;53193332;53193332;53192486;53193332;53193332;53193636;53193636;53193636;53193636;53193636;53193636;53193636;53193636;53193636;53193636;53193636;53193851;53193851;53193851;53193851;53193851;53193851;53193851;53193851;53193851;53193851;53193851;53194738;53194738;53194738;53194738;53194738;53194738;53194738;53194738;53194738;53194738;53194738;53195068;53195068;53195068;53195068;53195068;53195068;53195068;53195068;53195068;53195068;53195068;53195410;53195410;53195410;53195410;53195410;53195410;53195410;53195410;53195410;53195410;53195410;53196054;53196054;53196054;53196054;53196054;53196054;53196054;53196054;53196054;53196054;53196054;53197044;53197044;53197044;53197044;53197044;53197044;53197044;53197044;53197044;53197044;53197044;53197876;53197876;53197876;53197876;53197876;53197876;53197876;53197876;53197876;53197876;53197876;53197876;53198888;53198566;53198637;53198637;53198637;53198637;53198637;53198637;53198637;53198637;53198637;53198637;53198637;53198888;53198888;53198888;53198888;53198888;53198888;53198888;53198888;53198888;53198888;53198888;53199158;53199158;53199158;53199158;53199158;53199158;53199158;53199158;53199158;53199158;53199158;53199158;53201744;53201744;53201744;53201744;53201744;53201744;53201744;53201744;53201744;53201744;53201744;53201744;53201744;53201744;53201973;53202773;53201973;53201973;53201973;53201973;53201973;53201973;53201973;53201973;53201973;53201973;53201973;53201973;53210576;53210576;53210576;53210576;53210576;53210576;53210576;53210576;53210576;53210576;53210576;53210576;53210576;53210576;53210576;53210857;53210857;53210857;53210857;53210857;53210857;53210857;53210857;53210857;53210857;53210857;53210857;53210857;53210857;53210857;53211906;53211655;53211655;53211658;53211655;53211655;53211655;53211655;53211655;53211655;53211655;53211655;53211655;53211655;53211655;53211906;53211906;53211906;53211906;53211906;53211906;53211906;53211906;53211906;53211906;53211906;53211906;53211906;53214847;53214847;53214847;53214847;53214847;53214847;53214847;53214847;53214847;53214847;53214847;53214847;53214847;53214847;53215976;53215976;53215976;53215976;53215976;53215976;53215976;53215976;53215976;53215976;53215976;53215976;53215976;53215976;53215976;53216197;53216197;53216197;53216197;53216197;53216197;53216197;53216197;53216197;53216197;53216197;53216197;53216197;53216197;53216197;53217149;53217277;53217277;53217274;53217277;53217277;53217277;53217274;53217277;53217277;53217277;53217277;53217277;53217274;53217277;53217966;53217966;53217966;53217966;53217966;53217966;53217966;53217966;53217966;53217966;53217966;53217966;53217966;53217966;53217966;53217966;53217966;53218398;53218737;53218398;53218398;53218398;53218398;53218398;53218398;53218398;53218398;53218398;53218398;53218398;53218398;53218398;53218398;53218712;53220916;53220916;53220916;53220916;53220916;53220916;53220916;53220916;53220916;53220916;53220916;53220916;53220916;53220916;53220916;53220916;53221818;53221730;53221793;53225198;53225194;53225208;53225233;53225159;53225223;53225422;53225422;53225193;53225176;53225207;53225422;53225208;53224801;53224889;53225223;53225224	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	12331	569	513	251	415	479	99
